pet_type,pet_category,food_name,ingredients,description,label
cat,kitten,millet meal,"millet, vitamins, minerals",millet based nutritious meal suitable for cat (kitten) providing essential proteins vitamins and minerals.,safe
cat,kitten,potato snack,"potato, wheat, corn",potato based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,bread snack,"bread, wheat, corn",bread based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,banana snack,"banana, wheat, corn",banana based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,milk snack,"milk, wheat, corn",milk based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,banana snack,"banana, wheat, corn",banana based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,wheat snack,"wheat, wheat, corn",wheat based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,banana snack,"banana, wheat, corn",banana based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,soybean snack,"soybean, wheat, corn",soybean based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,peanut butter snack,"peanut butter, wheat, corn",peanut butter based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,corn snack,"corn, wheat, corn",corn based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,banana snack,"banana, wheat, corn",banana based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,cheese snack,"cheese, wheat, corn",cheese based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,coconut snack,"coconut, wheat, corn",coconut based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,barley snack,"barley, wheat, corn",barley based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,corn snack,"corn, wheat, corn",corn based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,mango snack,"mango, wheat, corn",mango based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,milk snack,"milk, wheat, corn",milk based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,corn snack,"corn, wheat, corn",corn based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,potato snack,"potato, wheat, corn",potato based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,milk snack,"milk, wheat, corn",milk based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,potato snack,"potato, wheat, corn",potato based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,bread snack,"bread, wheat, corn",bread based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,soybean snack,"soybean, wheat, corn",soybean based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,barley snack,"barley, wheat, corn",barley based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,cheese snack,"cheese, wheat, corn",cheese based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,yogurt snack,"yogurt, wheat, corn",yogurt based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,corn snack,"corn, wheat, corn",corn based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,milk snack,"milk, wheat, corn",milk based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,cheese snack,"cheese, wheat, corn",cheese based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,yogurt snack,"yogurt, wheat, corn",yogurt based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,cheese snack,"cheese, wheat, corn",cheese based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,peanut butter snack,"peanut butter, wheat, corn",peanut butter based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,bread snack,"bread, wheat, corn",bread based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,coconut snack,"coconut, wheat, corn",coconut based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,barley snack,"barley, wheat, corn",barley based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,cheese snack,"cheese, wheat, corn",cheese based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,milk snack,"milk, wheat, corn",milk based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,apple snack,"apple, wheat, corn",apple based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,milk snack,"milk, wheat, corn",milk based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,barley snack,"barley, wheat, corn",barley based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,cheese snack,"cheese, wheat, corn",cheese based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,potato snack,"potato, wheat, corn",potato based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,soybean snack,"soybean, wheat, corn",soybean based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,wheat snack,"wheat, wheat, corn",wheat based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,wheat snack,"wheat, wheat, corn",wheat based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,soybean snack,"soybean, wheat, corn",soybean based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,honey snack,"honey, wheat, corn",honey based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,milk snack,"milk, wheat, corn",milk based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,bread snack,"bread, wheat, corn",bread based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,cheese snack,"cheese, wheat, corn",cheese based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,potato snack,"potato, wheat, corn",potato based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,peanut butter snack,"peanut butter, wheat, corn",peanut butter based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,potato snack,"potato, wheat, corn",potato based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,soybean snack,"soybean, wheat, corn",soybean based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,honey snack,"honey, wheat, corn",honey based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,soybean snack,"soybean, wheat, corn",soybean based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,barley snack,"barley, wheat, corn",barley based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,barley snack,"barley, wheat, corn",barley based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,soybean snack,"soybean, wheat, corn",soybean based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,barley snack,"barley, wheat, corn",barley based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,mango snack,"mango, wheat, corn",mango based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
cat,kitten,corn snack,"corn, wheat, corn",corn based food occasionally acceptable for cat (kitten) but should be given in limited quantities.,moderate
